"payment_id","subscription_id","user_id","subscription_type","amount_cents","amount","payment_method","payment_time_raw","created_time_raw"
2289,2990,2914,"Student",99,"0.99","Credit Card",NULL,"59:07.6"
3484,2991,950,"Premium",199,"1.99","UPI",NULL,"27:01.8"
3146,2992,3010,"Student",99,"0.99","Net Banking",NULL,"34:27.0"
2258,2993,5687,"Family",299,"2.99","Credit Card",NULL,"46:23.5"
3199,2994,2211,"Student",99,"0.99","Wallet",NULL,"49:30.7"
2912,2995,9090,"Student",99,"0.99","Debit Card",NULL,"47:43.4"
3240,2996,566,"Student",99,"0.99","Credit Card",NULL,"51:08.1"
2310,2997,9958,"Premium",199,"1.99","Debit Card",NULL,"13:36.4"
3585,2998,10172,"Student",99,"0.99","Credit Card",NULL,"48:03.5"
3537,2999,8045,"Student",99,"0.99","UPI",NULL,"20:55.0"
3816,3000,7803,"Student",99,"0.99","Net Banking",NULL,"18:21.3"
3128,3001,1085,"Family",299,"2.99","Net Banking",NULL,"19:24.1"
2749,3002,4358,"Student",99,"0.99","UPI",NULL,"28:42.7"
3051,3003,2740,"Family",299,"2.99","UPI",NULL,"33:50.7"
2120,3005,807,"Premium",199,"1.99","Debit Card",NULL,"51:55.0"
2194,3006,630,"Family",299,"2.99","Wallet",NULL,"17:09.3"
2298,3007,6903,"Premium",199,"1.99","Net Banking",NULL,"54:49.4"
2573,3009,7429,"Premium",199,"1.99","Debit Card",NULL,"29:31.9"
3818,3010,8321,"Family",299,"2.99","Credit Card",NULL,"08:55.1"
2304,3011,163,"Student",99,"0.99","UPI",NULL,"10:33.5"
3457,3012,9250,"Student",99,"0.99","UPI",NULL,"02:49.7"
2745,3013,5268,"Family",299,"2.99","Net Banking",NULL,"19:00.2"
2193,3014,9899,"Premium",199,"1.99","Credit Card",NULL,"14:56.5"
3699,3015,3594,"Premium",199,"1.99","Credit Card",NULL,"42:47.7"
3774,3016,5194,"Student",99,"0.99","Wallet",NULL,"06:12.1"
2171,3017,3848,"Student",99,"0.99","Debit Card",NULL,"33:46.1"
2914,3018,6761,"Student",99,"0.99","Debit Card",NULL,"19:25.8"
2725,3019,5665,"Family",299,"2.99","Debit Card",NULL,"43:30.9"
2672,3020,3497,"Family",299,"2.99","UPI",NULL,"43:22.7"
2897,3021,2235,"Student",99,"0.99","Wallet",NULL,"52:04.8"
3797,3022,8690,"Student",99,"0.99","Wallet",NULL,"25:58.1"
2320,3023,8768,"Family",299,"2.99","Credit Card",NULL,"28:21.1"
3632,3024,6203,"Student",99,"0.99","Net Banking",NULL,"13:18.6"
3491,3025,6751,"Family",299,"2.99","UPI",NULL,"28:32.0"
3529,3026,9768,"Premium",199,"1.99","Credit Card",NULL,"28:25.9"
2755,3027,5587,"Student",99,"0.99","Wallet",NULL,"20:00.7"
3152,3028,4734,"Student",99,"0.99","Net Banking",NULL,"35:52.5"
3566,3029,9709,"Student",99,"0.99","Net Banking",NULL,"33:07.8"
2347,3030,3230,"Premium",199,"1.99","UPI",NULL,"07:22.4"
2152,3031,6768,"Student",99,"0.99","Debit Card",NULL,"51:20.7"
2161,3032,4323,"Student",99,"0.99","Debit Card",NULL,"01:24.7"
3831,3033,5347,"Premium",199,"1.99","Wallet",NULL,"09:31.2"
2498,3034,6117,"Family",299,"2.99","Credit Card",NULL,"37:40.8"
2539,3035,3699,"Premium",199,"1.99","Net Banking",NULL,"24:07.9"
2230,3036,904,"Premium",199,"1.99","Debit Card",NULL,"55:34.0"
3803,3037,4819,"Premium",199,"1.99","Net Banking",NULL,"39:13.5"
2438,3038,10389,"Student",99,"0.99","UPI",NULL,"29:02.6"
2574,3039,4137,"Student",99,"0.99","UPI",NULL,"02:56.8"
2678,3040,5353,"Family",299,"2.99","UPI",NULL,"37:56.6"
2130,3041,7662,"Premium",199,"1.99","Net Banking",NULL,"43:24.7"
3665,3042,2283,"Premium",199,"1.99","Credit Card",NULL,"59:56.3"
2428,3044,6471,"Student",99,"0.99","Net Banking",NULL,"19:40.8"
3093,3045,3399,"Family",299,"2.99","Debit Card",NULL,"36:25.7"
3520,3046,5658,"Family",299,"2.99","Credit Card",NULL,"00:07.3"
3492,3047,547,"Student",99,"0.99","UPI",NULL,"37:37.0"
2799,3048,5616,"Premium",199,"1.99","UPI",NULL,"22:00.4"
2401,3049,3138,"Family",299,"2.99","Debit Card",NULL,"35:50.3"
2704,3050,5476,"Premium",199,"1.99","Credit Card",NULL,"31:31.9"
3482,3051,299,"Student",99,"0.99","Net Banking",NULL,"34:54.1"
3300,3052,878,"Student",99,"0.99","UPI",NULL,"10:59.8"
2683,3053,3,"Premium",199,"1.99","UPI",NULL,"23:04.5"
3004,3054,5730,"Premium",199,"1.99","Credit Card",NULL,"07:09.5"
3391,3056,7262,"Student",99,"0.99","UPI",NULL,"45:50.3"
2270,3057,2547,"Premium",199,"1.99","Wallet",NULL,"18:40.9"
2351,3058,6524,"Student",99,"0.99","Debit Card",NULL,"48:55.0"
3859,3059,5132,"Student",99,"0.99","Net Banking",NULL,"20:23.4"
2247,3060,341,"Premium",199,"1.99","Debit Card",NULL,"15:19.6"
3404,3061,5764,"Family",299,"2.99","Debit Card",NULL,"41:52.9"
3052,3062,6590,"Student",99,"0.99","Credit Card",NULL,"48:45.1"
2719,3063,2802,"Student",99,"0.99","Debit Card",NULL,"00:54.1"
3090,3064,1937,"Premium",199,"1.99","UPI",NULL,"06:05.4"
3509,3065,3364,"Premium",199,"1.99","Wallet",NULL,"40:33.3"
3557,3066,7458,"Student",99,"0.99","Credit Card",NULL,"55:50.7"
3770,3067,5671,"Student",99,"0.99","Credit Card",NULL,"49:24.9"
3229,3068,4745,"Family",299,"2.99","Net Banking",NULL,"47:16.0"
3888,3069,4231,"Student",99,"0.99","Credit Card",NULL,"22:41.3"
2602,3070,225,"Student",99,"0.99","Wallet",NULL,"12:52.6"
3341,3071,4773,"Student",99,"0.99","Net Banking",NULL,"41:53.2"
3973,3072,2671,"Premium",199,"1.99","UPI",NULL,"50:46.1"
3338,3073,9819,"Family",299,"2.99","Wallet",NULL,"12:20.0"
3314,3075,5562,"Student",99,"0.99","Net Banking",NULL,"21:20.9"
3415,3076,1699,"Family",299,"2.99","Net Banking",NULL,"54:18.3"
3048,3077,4442,"Student",99,"0.99","Credit Card",NULL,"53:47.4"
2587,3078,1851,"Family",299,"2.99","Credit Card",NULL,"09:18.7"
2434,3079,2274,"Premium",199,"1.99","Credit Card",NULL,"17:51.4"
2979,3080,3469,"Student",99,"0.99","Debit Card",NULL,"06:21.7"
2985,3081,1320,"Student",99,"0.99","UPI",NULL,"47:55.7"
2855,3082,10626,"Family",299,"2.99","Credit Card",NULL,"08:56.2"
3617,3083,7578,"Student",99,"0.99","UPI",NULL,"02:37.8"
3217,3084,1907,"Premium",199,"1.99","UPI",NULL,"53:13.5"
3610,3085,6128,"Premium",199,"1.99","UPI",NULL,"47:28.3"
3955,3087,47,"Family",299,"2.99","Credit Card",NULL,"25:15.9"
3082,3088,2064,"Premium",199,"1.99","Wallet",NULL,"30:10.6"
2475,3090,4936,"Family",299,"2.99","UPI",NULL,"56:35.9"
3580,3091,10680,"Student",99,"0.99","Debit Card",NULL,"22:23.2"
2788,3092,2309,"Student",99,"0.99","Net Banking",NULL,"37:03.5"
3623,3093,2816,"Student",99,"0.99","UPI",NULL,"21:16.0"
2956,3094,4812,"Family",299,"2.99","UPI",NULL,"04:50.5"
2456,3095,5179,"Family",299,"2.99","UPI",NULL,"18:11.9"
2809,3096,1352,"Student",99,"0.99","UPI",NULL,"07:09.7"
3707,3097,2656,"Student",99,"0.99","Debit Card",NULL,"17:23.1"
2594,3098,3687,"Student",99,"0.99","Net Banking",NULL,"56:56.6"
3586,3099,797,"Family",299,"2.99","Credit Card",NULL,"35:26.3"
3860,3100,2896,"Student",99,"0.99","Credit Card",NULL,"10:10.7"
3277,3101,99,"Student",99,"0.99","Credit Card",NULL,"54:38.8"
2296,3102,4247,"Student",99,"0.99","Net Banking",NULL,"52:44.1"
3902,3103,1681,"Family",299,"2.99","Debit Card",NULL,"38:36.1"
2953,3104,3440,"Student",99,"0.99","Debit Card",NULL,"11:20.7"
3583,3105,3795,"Student",99,"0.99","Net Banking",NULL,"50:54.7"
3233,3106,4762,"Student",99,"0.99","Net Banking",NULL,"52:40.5"
3429,3107,7670,"Student",99,"0.99","Wallet",NULL,"46:54.0"
2257,3108,5889,"Family",299,"2.99","Credit Card",NULL,"38:21.3"
4064,3109,7830,"Family",299,"2.99","Net Banking",NULL,"42:19.5"
3641,3110,6688,"Student",99,"0.99","UPI",NULL,"13:35.5"
4010,3111,4789,"Student",99,"0.99","Credit Card",NULL,"06:29.3"
2612,3112,4079,"Premium",199,"1.99","Credit Card",NULL,"06:11.7"
2368,3113,10551,"Student",99,"0.99","Debit Card",NULL,"49:05.2"
3835,3114,7224,"Student",99,"0.99","Credit Card",NULL,"03:38.1"
3460,3118,10156,"Family",299,"2.99","UPI",NULL,"38:44.5"
2229,3119,6486,"Premium",199,"1.99","UPI",NULL,"18:15.0"
3095,3120,1310,"Family",299,"2.99","UPI",NULL,"01:54.8"
2951,3121,5792,"Premium",199,"1.99","Wallet",NULL,"43:36.5"
3507,3122,7302,"Student",99,"0.99","Wallet",NULL,"48:22.3"
3402,3123,891,"Family",299,"2.99","Debit Card",NULL,"01:09.4"
2600,3124,2470,"Premium",199,"1.99","Wallet",NULL,"53:29.0"
2536,3125,10776,"Family",299,"2.99","UPI",NULL,"49:57.6"
3635,3126,8211,"Premium",199,"1.99","Debit Card",NULL,"29:47.9"
3029,3127,1103,"Premium",199,"1.99","Net Banking",NULL,"53:38.2"
3829,3128,8114,"Student",99,"0.99","Credit Card",NULL,"41:32.3"
2654,3129,2027,"Premium",199,"1.99","UPI",NULL,"59:40.3"
3145,3131,3346,"Student",99,"0.99","Wallet",NULL,"19:12.1"
3724,3133,6317,"Family",299,"2.99","UPI",NULL,"17:10.3"
2733,3134,10637,"Student",99,"0.99","Credit Card",NULL,"07:53.9"
3326,3137,8371,"Premium",199,"1.99","Credit Card",NULL,"14:28.8"
2224,3138,5482,"Student",99,"0.99","Credit Card",NULL,"30:50.4"
3551,3139,2992,"Family",299,"2.99","Wallet",NULL,"17:24.7"
3521,3140,5206,"Premium",199,"1.99","Wallet",NULL,"32:57.9"
3779,3141,4458,"Family",299,"2.99","Wallet",NULL,"12:25.6"
3176,3142,7017,"Family",299,"2.99","UPI",NULL,"24:06.2"
3960,3143,9404,"Student",99,"0.99","Wallet",NULL,"39:33.2"
2261,3144,10202,"Student",99,"0.99","Wallet",NULL,"55:30.2"
2496,3145,7261,"Student",99,"0.99","Net Banking",NULL,"45:22.5"
2361,3146,8189,"Premium",199,"1.99","Net Banking",NULL,"43:44.8"
2219,3147,5756,"Family",299,"2.99","Net Banking",NULL,"25:12.6"
4008,3149,8328,"Student",99,"0.99","Credit Card",NULL,"47:47.1"
2123,3150,4696,"Student",99,"0.99","UPI",NULL,"03:06.1"
3038,3151,4088,"Student",99,"0.99","Net Banking",NULL,"34:18.8"
2750,3152,1141,"Premium",199,"1.99","Credit Card",NULL,"24:20.3"
2385,3153,1385,"Student",99,"0.99","Credit Card",NULL,"21:21.5"
2236,3154,7707,"Premium",199,"1.99","Net Banking",NULL,"49:52.8"
2433,3155,8883,"Family",299,"2.99","Net Banking",NULL,"03:36.3"
2550,3156,8761,"Family",299,"2.99","Wallet",NULL,"29:38.4"
2454,3157,3750,"Student",99,"0.99","Wallet",NULL,"46:34.9"
3200,3158,3474,"Student",99,"0.99","Net Banking",NULL,"31:35.3"
3863,3159,1153,"Student",99,"0.99","Wallet",NULL,"08:06.3"
3539,3160,6739,"Student",99,"0.99","Credit Card",NULL,"37:22.8"
3824,3161,10266,"Premium",199,"1.99","Credit Card",NULL,"51:56.7"
2819,3162,5063,"Student",99,"0.99","Net Banking",NULL,"43:21.1"
2731,3163,542,"Premium",199,"1.99","Debit Card",NULL,"38:38.8"
3044,3164,9293,"Student",99,"0.99","Wallet",NULL,"45:20.3"
2186,3165,7382,"Family",299,"2.99","Debit Card",NULL,"03:24.9"
3432,3166,8442,"Student",99,"0.99","Wallet",NULL,"44:45.3"
3046,3167,314,"Premium",199,"1.99","UPI",NULL,"03:18.9"
2268,3168,10426,"Family",299,"2.99","Wallet",NULL,"21:39.4"
2407,3169,9459,"Premium",199,"1.99","UPI",NULL,"28:38.0"
3712,3170,7950,"Premium",199,"1.99","Credit Card",NULL,"26:21.6"
3175,3171,8757,"Premium",199,"1.99","Credit Card",NULL,"21:26.3"
3934,3173,4064,"Student",99,"0.99","UPI",NULL,"05:12.1"
2976,3174,3945,"Student",99,"0.99","Net Banking",NULL,"15:51.3"
2447,3175,5697,"Family",299,"2.99","Debit Card",NULL,"18:03.0"
3066,3176,6104,"Student",99,"0.99","Credit Card",NULL,"00:58.7"
3287,3177,7109,"Student",99,"0.99","Net Banking",NULL,"49:17.8"
2413,3178,6795,"Family",299,"2.99","Debit Card",NULL,"31:12.1"
3485,3179,6058,"Student",99,"0.99","Net Banking",NULL,"10:01.0"
2742,3180,8676,"Student",99,"0.99","Debit Card",NULL,"57:46.9"
3153,3181,4506,"Family",299,"2.99","UPI",NULL,"39:49.4"
4003,3182,8935,"Family",299,"2.99","Net Banking",NULL,"55:23.4"
2535,3183,4302,"Family",299,"2.99","UPI",NULL,"41:02.9"
2221,3184,7847,"Family",299,"2.99","Credit Card",NULL,"33:21.6"
3286,3185,1761,"Family",299,"2.99","UPI",NULL,"40:01.9"
3744,3186,4643,"Premium",199,"1.99","UPI",NULL,"26:43.9"
3969,3187,124,"Student",99,"0.99","Credit Card",NULL,"12:31.3"
2497,3188,6489,"Family",299,"2.99","UPI",NULL,"49:44.6"
3469,3190,85,"Student",99,"0.99","UPI",NULL,"16:10.9"
2529,3191,2122,"Student",99,"0.99","Debit Card",NULL,"17:49.1"
2686,3192,10728,"Family",299,"2.99","Credit Card",NULL,"48:27.7"
2586,3193,5469,"Premium",199,"1.99","Net Banking",NULL,"22:40.0"
3768,3194,8875,"Premium",199,"1.99","Net Banking",NULL,"29:57.6"
3185,3196,3567,"Student",99,"0.99","Credit Card",NULL,"21:30.8"
3977,3197,7445,"Student",99,"0.99","Net Banking",NULL,"16:54.6"
3149,3198,7203,"Premium",199,"1.99","Debit Card",NULL,"03:35.6"
2449,3199,6991,"Premium",199,"1.99","UPI",NULL,"14:22.9"
2252,3200,3571,"Student",99,"0.99","Debit Card",NULL,"06:13.8"
3094,3201,5545,"Student",99,"0.99","Wallet",NULL,"27:10.9"
2214,3202,3914,"Family",299,"2.99","Net Banking",NULL,"27:49.7"
2658,3203,7427,"Family",299,"2.99","Wallet",NULL,"30:25.9"
4046,3204,8263,"Student",99,"0.99","Debit Card",NULL,"32:13.2"
3445,3205,4304,"Student",99,"0.99","UPI",NULL,"00:15.0"
2735,3206,7101,"Student",99,"0.99","Credit Card",NULL,"29:43.4"
3301,3207,1361,"Family",299,"2.99","Wallet",NULL,"32:01.9"
2170,3209,1988,"Family",299,"2.99","UPI",NULL,"01:31.8"
3015,3210,997,"Premium",199,"1.99","Net Banking",NULL,"52:07.2"
3965,3211,6640,"Student",99,"0.99","Net Banking",NULL,"12:33.0"
2241,3212,3260,"Premium",199,"1.99","UPI",NULL,"01:48.4"
3063,3213,6283,"Student",99,"0.99","Debit Card",NULL,"43:41.4"
3705,3214,3288,"Premium",199,"1.99","UPI",NULL,"39:47.2"
2437,3216,1018,"Student",99,"0.99","Net Banking",NULL,"50:17.6"
3954,3217,8545,"Premium",199,"1.99","Wallet",NULL,"06:15.2"
3967,3218,6450,"Family",299,"2.99","Credit Card",NULL,"22:40.3"
2859,3219,6736,"Premium",199,"1.99","Net Banking",NULL,"15:17.8"
2491,3220,6995,"Student",99,"0.99","Wallet",NULL,"08:52.8"
2954,3221,7665,"Student",99,"0.99","UPI",NULL,"07:41.1"
3192,3222,3893,"Family",299,"2.99","Net Banking",NULL,"44:14.4"
3053,3223,1558,"Student",99,"0.99","Net Banking",NULL,"16:10.3"
3952,3224,2618,"Student",99,"0.99","Wallet",NULL,"46:02.3"
3864,3225,10563,"Student",99,"0.99","Credit Card",NULL,"16:00.5"
3526,3226,1546,"Student",99,"0.99","Credit Card",NULL,"12:58.7"
3083,3227,3682,"Family",299,"2.99","Debit Card",NULL,"47:43.0"
3097,3228,4738,"Student",99,"0.99","Credit Card",NULL,"17:11.5"
3076,3229,7991,"Student",99,"0.99","Net Banking",NULL,"33:27.2"
3011,3230,3718,"Student",99,"0.99","Credit Card",NULL,"25:34.6"
2944,3231,3502,"Premium",199,"1.99","Debit Card",NULL,"56:02.5"
3202,3232,10340,"Student",99,"0.99","Wallet",NULL,"31:16.0"
3312,3233,6914,"Student",99,"0.99","Wallet",NULL,"45:26.1"
3682,3234,1947,"Family",299,"2.99","Credit Card",NULL,"16:21.9"
2378,3235,1780,"Premium",199,"1.99","Net Banking",NULL,"57:00.0"
2965,3236,4058,"Student",99,"0.99","Debit Card",NULL,"31:39.1"
2267,3237,2062,"Family",299,"2.99","Credit Card",NULL,"35:39.9"
2336,3238,7799,"Student",99,"0.99","Wallet",NULL,"55:44.4"
3056,3239,3078,"Student",99,"0.99","Net Banking",NULL,"44:39.3"
3260,3240,9703,"Student",99,"0.99","UPI",NULL,"48:34.8"
3853,3241,8012,"Student",99,"0.99","UPI",NULL,"46:43.3"
3299,3243,8684,"Student",99,"0.99","Net Banking",NULL,"21:16.2"
2583,3244,2060,"Premium",199,"1.99","Wallet",NULL,"58:05.4"
2624,3245,5999,"Family",299,"2.99","Wallet",NULL,"29:21.5"
3257,3246,1914,"Student",99,"0.99","Net Banking",NULL,"07:34.9"
2210,3247,5791,"Student",99,"0.99","Credit Card",NULL,"31:04.4"
3060,3250,8225,"Student",99,"0.99","UPI",NULL,"28:05.7"
3814,3251,6505,"Family",299,"2.99","Debit Card",NULL,"10:01.0"
2571,3252,4918,"Family",299,"2.99","Credit Card",NULL,"59:34.1"
3828,3254,7060,"Student",99,"0.99","UPI",NULL,"33:20.2"
3267,3256,6199,"Student",99,"0.99","UPI",NULL,"12:10.8"
4006,3257,8731,"Student",99,"0.99","Debit Card",NULL,"48:24.1"
2615,3259,5727,"Premium",199,"1.99","Credit Card",NULL,"01:15.6"
2741,3260,248,"Student",99,"0.99","Net Banking",NULL,"11:14.8"
2901,3261,259,"Family",299,"2.99","Credit Card",NULL,"28:11.4"
3531,3262,6996,"Student",99,"0.99","Net Banking",NULL,"22:35.8"
3723,3263,4935,"Student",99,"0.99","UPI",NULL,"17:32.5"
2846,3264,8454,"Student",99,"0.99","Wallet",NULL,"26:52.9"
3582,3265,905,"Student",99,"0.99","Net Banking",NULL,"35:35.3"
2173,3266,6639,"Family",299,"2.99","Net Banking",NULL,"23:42.9"
2666,3267,8290,"Student",99,"0.99","Credit Card",NULL,"09:59.2"
2363,3268,1708,"Family",299,"2.99","Wallet",NULL,"46:37.1"
3730,3269,1828,"Student",99,"0.99","UPI",NULL,"13:17.4"
3766,3270,10205,"Student",99,"0.99","Credit Card",NULL,"16:25.2"
2977,3271,4655,"Student",99,"0.99","Debit Card",NULL,"32:33.9"
3634,3272,3054,"Student",99,"0.99","Credit Card",NULL,"28:31.9"
2343,3274,8051,"Student",99,"0.99","Credit Card",NULL,"01:07.5"
2468,3275,8457,"Student",99,"0.99","UPI",NULL,"04:00.9"
2354,3276,2820,"Student",99,"0.99","UPI",NULL,"44:20.4"
3858,3277,4006,"Family",299,"2.99","Debit Card",NULL,"35:23.6"
2168,3278,5107,"Student",99,"0.99","Wallet",NULL,"43:43.7"
4014,3279,4905,"Student",99,"0.99","UPI",NULL,"20:05.4"
2201,3281,5960,"Family",299,"2.99","Credit Card",NULL,"05:52.1"
3471,3282,5227,"Premium",199,"1.99","Credit Card",NULL,"05:01.6"
4004,3283,2737,"Family",299,"2.99","Credit Card",NULL,"39:05.8"
3612,3284,2463,"Family",299,"2.99","Net Banking",NULL,"48:01.4"
2566,3285,4479,"Student",99,"0.99","Debit Card",NULL,"49:53.4"
2291,3286,305,"Family",299,"2.99","Debit Card",NULL,"59:26.1"
2836,3287,10591,"Student",99,"0.99","Credit Card",NULL,"44:04.2"
3502,3288,5949,"Student",99,"0.99","Debit Card",NULL,"34:46.8"
2650,3289,4248,"Student",99,"0.99","Credit Card",NULL,"07:19.5"
3605,3290,918,"Student",99,"0.99","Debit Card",NULL,"49:34.2"
3658,3291,1689,"Student",99,"0.99","UPI",NULL,"31:26.1"
2429,3293,2155,"Student",99,"0.99","Credit Card",NULL,"06:56.6"
2469,3294,7545,"Student",99,"0.99","Credit Card",NULL,"50:16.9"
3518,3295,6544,"Student",99,"0.99","Debit Card",NULL,"47:04.2"
3435,3296,4986,"Student",99,"0.99","Debit Card",NULL,"43:53.6"
3187,3297,6275,"Student",99,"0.99","Debit Card",NULL,"33:04.8"
2184,3298,3323,"Family",299,"2.99","Credit Card",NULL,"20:35.7"
2936,3299,5287,"Family",299,"2.99","Net Banking",NULL,"38:38.6"
2342,3300,5614,"Student",99,"0.99","Credit Card",NULL,"23:31.2"
2561,3301,6804,"Premium",199,"1.99","Net Banking",NULL,"07:58.3"
2501,3302,10468,"Student",99,"0.99","Credit Card",NULL,"18:02.0"
3380,3303,6210,"Premium",199,"1.99","Wallet",NULL,"18:16.7"
3741,3304,718,"Family",299,"2.99","Credit Card",NULL,"15:40.0"
3546,3305,2585,"Family",299,"2.99","Debit Card",NULL,"37:30.9"
3755,3306,2008,"Student",99,"0.99","Net Banking",NULL,"48:34.8"
2772,3307,5470,"Premium",199,"1.99","UPI",NULL,"42:02.5"
2446,3308,927,"Student",99,"0.99","Wallet",NULL,"54:53.3"
2640,3309,2800,"Student",99,"0.99","Wallet",NULL,"39:05.1"
2840,3310,2113,"Student",99,"0.99","UPI",NULL,"32:50.0"
3434,3311,10373,"Family",299,"2.99","Debit Card",NULL,"43:02.0"
3651,3312,410,"Student",99,"0.99","Wallet",NULL,"54:40.5"
2335,3314,8063,"Student",99,"0.99","Wallet",NULL,"31:37.7"
3968,3315,16,"Student",99,"0.99","Debit Card",NULL,"03:50.5"
2667,3316,1533,"Student",99,"0.99","Net Banking",NULL,"56:20.4"
3423,3317,8013,"Premium",199,"1.99","Credit Card",NULL,"19:16.3"
3454,3318,5787,"Premium",199,"1.99","Credit Card",NULL,"48:41.2"
3105,3319,6957,"Premium",199,"1.99","UPI",NULL,"20:01.5"
3642,3320,8703,"Family",299,"2.99","Credit Card",NULL,"25:27.2"
2786,3321,810,"Premium",199,"1.99","UPI",NULL,"37:42.5"
2903,3322,9216,"Premium",199,"1.99","Debit Card",NULL,"10:31.9"
2334,3323,1146,"Student",99,"0.99","Credit Card",NULL,"42:20.2"
3894,3325,5372,"Student",99,"0.99","Net Banking",NULL,"36:47.9"
3406,3326,2244,"Family",299,"2.99","Credit Card",NULL,"12:33.7"
3059,3327,9439,"Student",99,"0.99","Debit Card",NULL,"20:42.2"
3697,3328,2831,"Family",299,"2.99","Debit Card",NULL,"59:36.6"
4000,3329,7635,"Family",299,"2.99","Debit Card",NULL,"26:33.3"
2948,3330,4201,"Student",99,"0.99","Wallet",NULL,"06:25.8"
4017,3331,2883,"Student",99,"0.99","Net Banking",NULL,"47:12.6"
3157,3332,7988,"Premium",199,"1.99","Net Banking",NULL,"20:07.3"
3945,3333,1187,"Premium",199,"1.99","Debit Card",NULL,"37:29.1"
3690,3334,9609,"Family",299,"2.99","Wallet",NULL,"53:11.2"
3819,3335,4017,"Student",99,"0.99","UPI",NULL,"17:37.9"
3248,3336,1232,"Student",99,"0.99","Net Banking",NULL,"11:52.8"
4066,3337,8670,"Family",299,"2.99","UPI",NULL,"04:56.0"
3412,3338,5348,"Student",99,"0.99","Wallet",NULL,"12:25.0"
2149,3339,180,"Premium",199,"1.99","Net Banking",NULL,"20:18.0"
3303,3340,921,"Premium",199,"1.99","Wallet",NULL,"07:31.4"
4034,3341,907,"Premium",199,"1.99","Debit Card",NULL,"40:39.3"
2697,3342,3071,"Student",99,"0.99","Net Banking",NULL,"55:34.7"
3437,3343,7098,"Student",99,"0.99","UPI",NULL,"50:08.3"
3918,3344,4204,"Student",99,"0.99","UPI",NULL,"28:48.4"
3570,3345,6632,"Student",99,"0.99","Credit Card",NULL,"26:00.4"
2572,3346,2126,"Student",99,"0.99","UPI",NULL,"39:29.5"
2211,3347,5521,"Premium",199,"1.99","UPI",NULL,"50:09.5"
2972,3348,7135,"Family",299,"2.99","Credit Card",NULL,"35:18.2"
2278,3349,6024,"Student",99,"0.99","Net Banking",NULL,"00:10.8"
3589,3352,4809,"Premium",199,"1.99","Debit Card",NULL,"55:13.8"
3729,3353,6182,"Premium",199,"1.99","UPI",NULL,"54:35.3"
4097,3354,3818,"Student",99,"0.99","UPI",NULL,"32:52.0"
3503,3355,7832,"Family",299,"2.99","Wallet",NULL,"29:49.1"
3014,3356,1616,"Premium",199,"1.99","UPI",NULL,"26:32.8"
3234,3357,4600,"Student",99,"0.99","Wallet",NULL,"14:02.6"
2585,3358,6098,"Student",99,"0.99","Wallet",NULL,"41:52.3"
2720,3359,5715,"Student",99,"0.99","Debit Card",NULL,"15:36.1"
2638,3360,6787,"Student",99,"0.99","Wallet",NULL,"09:57.0"
2676,3361,6492,"Student",99,"0.99","Wallet",NULL,"54:47.5"
3999,3362,4409,"Family",299,"2.99","Wallet",NULL,"43:08.9"
2185,3363,5282,"Student",99,"0.99","Credit Card",NULL,"43:08.8"
2748,3364,1372,"Family",299,"2.99","Net Banking",NULL,"06:06.8"
2522,3365,1311,"Student",99,"0.99","Credit Card",NULL,"19:23.3"
3739,3366,2328,"Student",99,"0.99","UPI",NULL,"26:24.5"
3660,3367,9450,"Family",299,"2.99","Credit Card",NULL,"11:36.9"
2505,3368,9791,"Family",299,"2.99","Net Banking",NULL,"07:35.5"
3342,3369,3313,"Student",99,"0.99","Net Banking",NULL,"38:06.1"
2893,3370,4602,"Student",99,"0.99","Debit Card",NULL,"55:38.9"
3367,3371,965,"Family",299,"2.99","UPI",NULL,"33:50.3"
3994,3372,5212,"Premium",199,"1.99","Net Banking",NULL,"27:47.6"
3830,3373,418,"Family",299,"2.99","Net Banking",NULL,"39:46.9"
2726,3374,9337,"Family",299,"2.99","Credit Card",NULL,"56:16.6"
3120,3376,3793,"Student",99,"0.99","Net Banking",NULL,"48:45.2"
3504,3377,6815,"Student",99,"0.99","UPI",NULL,"00:16.7"
3884,3378,1327,"Student",99,"0.99","Debit Card",NULL,"04:02.8"
2656,3379,3608,"Premium",199,"1.99","Wallet",NULL,"42:11.5"
3996,3380,3886,"Premium",199,"1.99","UPI",NULL,"14:59.7"
2887,3381,3758,"Family",299,"2.99","Credit Card",NULL,"24:31.6"
2513,3382,5383,"Student",99,"0.99","Credit Card",NULL,"12:33.6"
3195,3384,7157,"Premium",199,"1.99","Net Banking",NULL,"09:32.7"
3847,3385,6113,"Family",299,"2.99","Debit Card",NULL,"45:12.9"
2558,3386,278,"Student",99,"0.99","Net Banking",NULL,"13:09.7"
2102,3387,9000,"Student",99,"0.99","Debit Card",NULL,"48:48.8"
3208,3388,1278,"Student",99,"0.99","Credit Card",NULL,"56:47.9"
3762,3389,50,"Premium",199,"1.99","Debit Card",NULL,"40:46.6"
2279,3390,6775,"Premium",199,"1.99","Net Banking",NULL,"37:13.4"
2532,3391,4658,"Student",99,"0.99","Debit Card",NULL,"02:06.9"
2464,3392,2457,"Student",99,"0.99","Wallet",NULL,"49:13.0"
3358,3393,650,"Student",99,"0.99","Debit Card",NULL,"39:50.7"
2864,3394,2236,"Student",99,"0.99","UPI",NULL,"11:47.7"
2609,3395,3539,"Student",99,"0.99","Net Banking",NULL,"54:12.1"
